,rank_y_test,y_test,rank_preds,preds
4560,739,87.0,586,82.63668
10033,740,87.0,168,88.44236
10806,741,87.0,366,85.84178
5901,742,87.0,281,86.54498
9344,743,87.0,1914,65.97616
4398,744,87.0,711,80.673836
9892,745,87.0,646,82.206276
5507,746,86.66666666666667,1598,68.26719
2675,747,86.66666666666667,563,82.63668
4743,748,86.66666666666667,704,80.673836
11310,749,86.66666666666667,1189,75.68213
11043,750,86.66666666666667,562,82.63668
113,751,86.66666666666667,1094,76.1609
5662,752,86.66666666666667,207,88.42003
1607,753,86.66666666666667,1463,71.651375
11480,754,86.66666666666667,3238,45.57672
10164,755,86.66666666666667,949,78.78459
6628,756,86.66666666666667,1150,75.871025
9167,757,86.66666666666667,1326,73.317795
10897,758,86.66666666666667,1687,68.158806
7329,759,86.66666666666667,1688,68.158806
5503,760,86.66666666666667,293,86.54498
11180,761,86.66666666666667,1153,75.871025
1233,762,86.66666666666667,341,85.84178
4494,763,86.66666666666667,343,85.84178
11290,764,86.66666666666667,898,80.43392
9250,765,86.66666666666667,554,82.63668
7776,766,86.66666666666667,703,80.673836
10847,767,86.33333333333333,693,81.264694
2627,768,86.33333333333333,561,82.63668
11068,769,86.33333333333333,1069,76.758995
8316,770,86.33333333333333,661,82.206276
5245,771,86.33333333333333,1745,67.22543
10487,772,86.33333333333333,2611,56.448315
5712,773,86.33333333333333,94,90.20518
2557,774,86.33333333333333,983,78.76075
2590,775,86.33333333333333,1234,75.64504
3769,776,86.33333333333333,2607,56.448315
8153,777,86.33333333333333,337,85.84178
11633,778,86.33333333333333,1194,75.68213
3287,779,86.33333333333333,1405,71.847435
8586,780,86.33333333333333,746,80.59065
9508,781,86.33333333333333,2401,60.06171
2876,782,86.33333333333333,1197,75.68213
10196,783,86.33333333333333,1002,78.76075
2897,784,86.33333333333333,2896,51.68775
1108,785,86.33333333333333,543,82.63668
8157,786,86.33333333333333,1239,75.64504
7183,787,86.33333333333333,2437,57.75485
11322,788,86.33333333333333,340,85.84178
7113,789,86.33333333333333,1505,68.34153
10788,790,86.0,981,78.76075
8019,791,86.0,1428,71.70239
1574,792,86.0,982,78.76075
6812,793,86.0,2168,61.0464
9175,794,86.0,1070,76.758995
7358,795,86.0,685,81.264694
1434,796,86.0,763,80.59065
2370,797,86.0,1855,67.169014
3895,798,86.0,954,78.78459
2060,799,86.0,1620,68.26719
1277,800,86.0,1760,67.22543
6355,801,86.0,955,78.78459
11375,802,86.0,553,82.63668
488,803,86.0,334,85.84178
12140,804,86.0,884,80.43392
9409,805,86.0,1368,71.847435
11835,806,86.0,336,85.84178
12097,807,86.0,1755,67.22543
12320,808,86.0,1318,73.317795
6944,809,86.0,1162,75.871025
11719,810,86.0,1108,76.1609
11269,811,86.0,887,80.43392
10016,812,86.0,733,80.673836
7499,813,85.66666666666667,959,78.78459
3803,814,85.66666666666667,236,88.42003
264,815,85.66666666666667,776,80.43392
2022,816,85.66666666666667,777,80.43392
2310,817,85.66666666666667,770,80.59065
10481,818,85.66666666666667,668,82.206276
2966,819,85.66666666666667,2601,56.448315
7884,820,85.66666666666667,1249,73.317795
11326,821,85.66666666666667,587,82.63668
7933,822,85.66666666666667,239,88.42003
622,823,85.66666666666667,9,93.46235
4347,824,85.66666666666667,329,86.49682
6481,825,85.66666666666667,338,85.84178
5586,826,85.66666666666667,282,86.54498
5510,827,85.66666666666667,665,82.206276
5996,828,85.66666666666667,1791,67.22543
8555,829,85.66666666666667,957,78.78459
4569,830,85.66666666666667,683,81.264694
5543,831,85.66666666666667,296,86.54498
4711,832,85.66666666666667,580,82.63668
89,833,85.33333333333333,2018,65.20687
8838,834,85.33333333333333,109,89.330086
5284,835,85.33333333333333,357,85.84178
12222,836,85.33333333333333,721,80.673836
6966,837,85.33333333333333,1592,68.26719
11750,838,85.33333333333333,465,85.33131
11051,839,85.33333333333333,2730,54.76434
11844,840,85.33333333333333,574,82.63668
2614,841,85.33333333333333,2316,60.98109
1101,842,85.33333333333333,1384,71.847435
2842,843,85.33333333333333,1823,67.169014
7061,844,85.33333333333333,2600,56.448315
11897,845,85.33333333333333,785,80.43392
40,846,85.33333333333333,1953,65.97616
7366,847,85.33333333333333,1164,75.68213
9737,848,85.33333333333333,361,85.84178
7871,849,85.33333333333333,1440,71.70239
9867,850,85.33333333333333,1183,75.68213
5177,851,85.33333333333333,778,80.43392
11371,852,85.33333333333333,737,80.59065
4684,853,85.0,1073,76.758995
5860,854,85.0,828,80.43392
9025,855,85.0,1732,67.22543
7538,856,85.0,705,80.673836
10729,857,85.0,2876,51.68775
6553,858,85.0,1449,71.70239
9090,859,85.0,111,89.330086
4546,860,85.0,1411,71.847435
4319,861,85.0,1137,75.871025
10223,862,85.0,1443,71.70239
7252,863,85.0,1430,71.70239
11436,864,85.0,708,80.673836
11264,865,85.0,462,85.33131
1085,866,85.0,1358,73.244995
8746,867,85.0,1359,73.244995
3949,868,85.0,815,80.43392
4905,869,85.0,2129,63.15874
5170,870,85.0,814,80.43392
2717,871,84.66666666666667,1557,68.26719
9861,872,84.66666666666667,734,80.673836
6595,873,84.66666666666667,495,82.78222
7505,874,84.66666666666667,730,80.673836
4782,875,84.66666666666667,1656,68.17008
6039,876,84.66666666666667,2891,51.68775
9596,877,84.66666666666667,1256,73.317795
6522,878,84.66666666666667,183,88.44236
3290,879,84.66666666666667,2213,60.99363
12293,880,84.66666666666667,1065,76.758995
5206,881,84.66666666666667,798,80.43392
10404,882,84.66666666666667,145,89.186806
12149,883,84.66666666666667,1741,67.22543
2378,884,84.66666666666667,1155,75.871025
4317,885,84.66666666666667,517,82.63668
10585,886,84.66666666666667,1393,71.847435
9251,887,84.66666666666667,503,82.63668
10220,888,84.66666666666667,1638,68.17008
2913,889,84.66666666666667,1109,76.1609
2010,890,84.66666666666667,827,80.43392
11271,891,84.66666666666667,934,80.072296
10037,892,84.66666666666667,1866,67.169014
5958,893,84.66666666666667,2123,63.15874
4785,894,84.66666666666667,469,85.33131
6858,895,84.33333333333333,2408,60.06171
8011,896,84.33333333333333,1215,75.64504
10073,897,84.33333333333333,802,80.43392
8124,898,84.33333333333333,1526,68.34153
5590,899,84.33333333333333,2222,60.99363
4107,900,84.33333333333333,1185,75.68213
8894,901,84.33333333333333,2120,63.15874
7476,902,84.33333333333333,1899,66.42657
2759,903,84.33333333333333,320,86.49682
8163,904,84.33333333333333,1503,68.34153
4351,905,84.33333333333333,523,82.63668
989,906,84.33333333333333,530,82.63668
3712,907,84.33333333333333,1928,65.97616
11684,908,84.33333333333333,1486,71.651375
6108,909,84.33333333333333,801,80.43392
6640,910,84.33333333333333,1059,76.758995
10245,911,84.33333333333333,775,80.59065
2651,912,84.33333333333333,355,85.84178
2775,913,84.33333333333333,1794,67.22543
7408,914,84.33333333333333,1982,65.20687
2683,915,84.33333333333333,803,80.43392
7572,916,84.33333333333333,762,80.59065
2151,917,84.33333333333333,806,80.43392
11499,918,84.33333333333333,2025,65.1129
3119,919,84.33333333333333,2366,60.929832
2092,920,84.0,472,85.33131
7810,921,84.0,1170,75.68213
2745,922,84.0,1465,71.651375
11782,923,84.0,965,78.78459
2185,924,84.0,1292,73.317795
4839,925,84.0,2317,60.98109
8779,926,84.0,1289,73.317795
665,927,84.0,1264,73.317795
5189,928,84.0,525,82.63668
4329,929,84.0,1034,78.76075
2178,930,84.0,686,81.264694
2449,931,84.0,1466,71.651375
10380,932,84.0,1365,71.847435
5197,933,84.0,1510,68.34153
12228,934,84.0,1250,73.317795
2599,935,84.0,522,82.63668
7134,936,84.0,1039,78.76075
4478,937,84.0,671,82.206276
8224,938,84.0,1635,68.17008
2046,939,84.0,2176,61.0464
5194,940,84.0,1032,78.76075
10015,941,84.0,870,80.43392
11140,942,84.0,1075,76.758995
2286,943,84.0,244,88.42003
7697,944,83.66666666666667,805,80.43392
4752,945,83.66666666666667,322,86.49682
7450,946,83.66666666666667,651,82.206276
118,947,83.66666666666667,36,90.53805
4678,948,83.66666666666667,821,80.43392
7237,949,83.66666666666667,321,86.49682
8296,950,83.66666666666667,466,85.33131
4685,951,83.66666666666667,1340,73.244995
11601,952,83.66666666666667,1799,67.22543
5308,953,83.66666666666667,1106,76.1609
6033,954,83.66666666666667,1332,73.244995
672,955,83.66666666666667,1467,71.651375
4124,956,83.66666666666667,1272,73.317795
5555,957,83.66666666666667,719,80.673836
9165,958,83.66666666666667,527,82.63668
4595,959,83.66666666666667,468,85.33131
6310,960,83.66666666666667,2314,60.98109
2275,961,83.66666666666667,528,82.63668
5671,962,83.66666666666667,529,82.63668
9564,963,83.66666666666667,1605,68.26719
12291,964,83.33333333333333,1911,66.42657
1610,965,83.33333333333333,540,82.63668
9488,966,83.33333333333333,1690,68.158806
7395,967,83.33333333333333,795,80.43392
966,968,83.33333333333333,796,80.43392
8916,969,83.33333333333333,1251,73.317795
849,970,83.33333333333333,1042,78.76075
11879,971,83.33333333333333,797,80.43392
2358,972,83.33333333333333,2313,60.98109
9243,973,83.33333333333333,2309,60.98109
11446,974,83.33333333333333,751,80.59065
4044,975,83.33333333333333,2832,51.68775
8374,976,83.33333333333333,2150,63.15874
1331,977,83.33333333333333,1244,73.317795
2949,978,83.33333333333333,2016,65.20687
10663,979,83.33333333333333,352,85.84178
5019,980,83.33333333333333,1639,68.17008
86,981,83.0,1325,73.317795
9717,982,83.0,1064,76.758995
6109,983,83.0,1539,68.34153
6470,984,83.0,1525,68.34153
11035,985,83.0,473,85.33131
9210,986,83.0,1699,68.158806
7381,987,83.0,1406,71.847435
11462,988,83.0,1813,67.22543
10307,989,83.0,264,86.54498
9337,990,83.0,3308,44.730835
4739,991,83.0,1997,65.20687
8052,992,82.66666666666667,1041,78.76075
5017,993,82.66666666666667,496,82.78222
7456,994,82.66666666666667,1896,66.42657
822,995,82.66666666666667,650,82.206276
1122,996,82.66666666666667,2460,57.75485
12000,997,82.66666666666667,376,85.84178
7881,998,82.66666666666667,1379,71.847435
4524,999,82.66666666666667,2773,53.764553
6601,1000,82.66666666666667,1403,71.847435
8794,1001,82.66666666666667,2979,50.199165
10569,1002,82.66666666666667,1330,73.244995
1082,1003,82.66666666666667,97,90.12629
5208,1004,82.66666666666667,1684,68.158806
8299,1005,82.66666666666667,2028,65.1129
12134,1006,82.66666666666667,810,80.43392
12060,1007,82.66666666666667,808,80.43392
11460,1008,82.66666666666667,254,88.42003
8680,1009,82.66666666666667,251,88.42003
12169,1010,82.66666666666667,1149,75.871025
2713,1011,82.66666666666667,791,80.43392
12043,1012,82.66666666666667,1396,71.847435
10351,1013,82.33333333333333,1038,78.76075
772,1014,82.33333333333333,274,86.54498
6726,1015,82.33333333333333,1335,73.244995
5161,1016,82.33333333333333,544,82.63668
364,1017,82.33333333333333,2234,60.99363
5476,1018,82.33333333333333,1695,68.158806
5665,1019,82.33333333333333,570,82.63668
2132,1020,82.33333333333333,1056,76.758995
9851,1021,82.33333333333333,2144,63.15874
8829,1022,82.33333333333333,1627,68.17008
11608,1023,82.33333333333333,1043,76.758995
1017,1024,82.33333333333333,1873,66.42657
8632,1025,82.33333333333333,2545,56.448315
9477,1026,82.33333333333333,914,80.072296
4854,1027,82.33333333333333,819,80.43392
5879,1028,82.33333333333333,497,82.78222
4464,1029,82.33333333333333,195,88.44236
11895,1030,82.33333333333333,692,81.264694
8760,1031,82.33333333333333,1060,76.758995
8473,1032,82.33333333333333,1439,71.70239
550,1033,82.33333333333333,1444,71.70239
9202,1034,82.33333333333333,1131,76.1609
4781,1035,82.33333333333333,500,82.63668
6967,1036,82.0,2172,61.0464
6862,1037,82.0,28,93.3149
11586,1038,82.0,999,78.76075
4748,1039,82.0,272,86.54498
4409,1040,82.0,1458,71.70239
12378,1041,82.0,812,80.43392
8161,1042,82.0,1434,71.70239
5121,1043,82.0,576,82.63668
7413,1044,82.0,1083,76.758995
10125,1045,82.0,1147,75.871025
3940,1046,82.0,1445,71.70239
5049,1047,82.0,353,85.84178
1970,1048,82.0,1474,71.651375
391,1049,82.0,2352,60.929832
4800,1050,82.0,1077,76.758995
3304,1051,82.0,1769,67.22543
12285,1052,82.0,572,82.63668
8703,1053,82.0,3217,45.57672
6471,1054,82.0,571,82.63668
11243,1055,82.0,963,78.78459
10440,1056,81.66666666666667,3187,48.25988
9469,1057,81.66666666666667,1277,73.317795
10171,1058,81.66666666666667,245,88.42003
2007,1059,81.66666666666667,1435,71.70239
1328,1060,81.66666666666667,783,80.43392
60,1061,81.66666666666667,749,80.59065
339,1062,81.66666666666667,1972,65.20687
2959,1063,81.66666666666667,784,80.43392
4049,1064,81.66666666666667,996,78.76075
4895,1065,81.66666666666667,716,80.673836
12232,1066,81.66666666666667,1581,68.26719
9969,1067,81.66666666666667,781,80.43392
835,1068,81.66666666666667,780,80.43392
4170,1069,81.66666666666667,1881,66.42657
11349,1070,81.66666666666667,662,82.206276
11744,1071,81.66666666666667,591,82.63668
7896,1072,81.66666666666667,3719,36.85961
8002,1073,81.66666666666667,2007,65.20687
3653,1074,81.66666666666667,1532,68.34153
8143,1075,81.66666666666667,960,78.78459
9128,1076,81.66666666666667,1756,67.22543
7184,1077,81.33333333333333,992,78.76075
6328,1078,81.33333333333333,2570,56.448315
3285,1079,81.33333333333333,1413,71.847435
9518,1080,81.33333333333333,2134,63.15874
8126,1081,81.33333333333333,1957,65.97616
8707,1082,81.33333333333333,2274,60.98109
2448,1083,81.33333333333333,2846,51.68775
4910,1084,81.33333333333333,695,81.264694
12045,1085,81.33333333333333,1132,76.1609
4780,1086,81.33333333333333,1420,71.847435
10519,1087,81.33333333333333,1337,73.244995
2043,1088,81.33333333333333,2737,54.76434
3807,1089,81.33333333333333,2477,57.75485
6407,1090,81.33333333333333,787,80.43392
1753,1091,81.33333333333333,582,82.63668
9374,1092,81.33333333333333,1588,68.26719
5739,1093,81.33333333333333,2350,60.929832
8257,1094,81.33333333333333,585,82.63668
9850,1095,81.33333333333333,1487,71.651375
1641,1096,81.0,1341,73.244995
11577,1097,81.0,1322,73.317795
10541,1098,81.0,2198,61.0464
8557,1099,81.0,1462,71.651375
449,1100,81.0,2969,50.199165
12321,1101,81.0,1469,71.651375
3879,1102,81.0,2277,60.98109
415,1103,81.0,664,82.206276
9721,1104,81.0,2964,50.199165
9804,1105,81.0,3085,49.128265
2292,1106,81.0,2766,53.764553
10921,1107,81.0,1414,71.847435
2513,1108,81.0,1601,68.26719
2282,1109,81.0,2158,61.0464
6504,1110,81.0,1422,71.847435
75,1111,81.0,755,80.59065
8546,1112,81.0,568,82.63668
537,1113,81.0,1718,67.22543
12166,1114,81.0,958,78.78459
9753,1115,81.0,2843,51.68775
10875,1116,81.0,1765,67.22543
9670,1117,81.0,1253,73.317795
2939,1118,80.66666666666667,714,80.673836
9557,1119,80.66666666666667,550,82.63668
3531,1120,80.66666666666667,1702,68.158806
11888,1121,80.66666666666667,1181,75.68213
859,1122,80.66666666666667,552,82.63668
7550,1123,80.66666666666667,2608,56.448315
5890,1124,80.66666666666667,1187,75.68213
3203,1125,80.66666666666667,678,81.264694
6782,1126,80.66666666666667,1758,67.22543
2736,1127,80.66666666666667,2555,56.448315
12164,1128,80.66666666666667,1951,65.97616
2435,1129,80.66666666666667,893,80.43392
3341,1130,80.66666666666667,1935,65.97616
4264,1131,80.66666666666667,257,86.54498
5462,1132,80.66666666666667,2143,63.15874
10861,1133,80.66666666666667,163,88.55684
2006,1134,80.66666666666667,663,82.206276
4325,1135,80.66666666666667,910,80.072296
5999,1136,80.66666666666667,2557,56.448315
8786,1137,80.66666666666667,2424,60.06171
5651,1138,80.66666666666667,2751,54.76434
9837,1139,80.66666666666667,1345,73.244995
8488,1140,80.66666666666667,549,82.63668
2598,1141,80.33333333333333,879,80.43392
10489,1142,80.33333333333333,1604,68.26719
12267,1143,80.33333333333333,882,80.43392
5913,1144,80.33333333333333,880,80.43392
5625,1145,80.33333333333333,2530,56.448315
5744,1146,80.33333333333333,271,86.54498
8273,1147,80.33333333333333,54,90.327934
12124,1148,80.33333333333333,877,80.43392
9767,1149,80.33333333333333,2304,60.98109
6050,1150,80.33333333333333,1238,75.64504
2732,1151,80.33333333333333,487,82.78222
1969,1152,80.33333333333333,725,80.673836
7726,1153,80.33333333333333,2068,65.1129
1411,1154,80.33333333333333,1572,68.26719
4010,1155,80.33333333333333,1477,71.651375
830,1156,80.33333333333333,559,82.63668
10200,1157,80.33333333333333,1633,68.17008
9703,1158,80.33333333333333,555,82.63668
1606,1159,80.33333333333333,2949,50.199165
5811,1160,80.33333333333333,1225,75.64504
1783,1161,80.33333333333333,743,80.59065
11736,1162,80.33333333333333,1380,71.847435
4179,1163,80.33333333333333,3245,45.57672
12338,1164,80.33333333333333,1107,76.1609
498,1165,80.33333333333333,739,80.59065
1823,1166,80.0,1878,66.42657
6240,1167,80.0,1389,71.847435
2688,1168,80.0,558,82.63668
1947,1169,80.0,701,80.673836
6718,1170,80.0,3558,42.404076
8957,1171,80.0,2338,60.929832
3884,1172,80.0,2140,63.15874
11303,1173,80.0,1826,67.169014
9716,1174,80.0,1749,67.22543
10799,1175,80.0,740,80.59065
10020,1176,80.0,2561,56.448315
74,1177,80.0,2721,54.76434
2576,1178,80.0,2226,60.99363
1021,1179,80.0,2065,65.1129
10965,1180,80.0,2559,56.448315
6552,1181,80.0,1398,71.847435
809,1182,80.0,2556,56.448315
6323,1183,80.0,896,80.43392
10516,1184,80.0,953,78.78459
11810,1185,80.0,952,78.78459
9349,1186,80.0,358,85.84178
2695,1187,80.0,1655,68.17008
2719,1188,80.0,1391,71.847435
12100,1189,80.0,346,85.84178
4911,1190,79.66666666666667,1708,68.158806
8946,1191,79.66666666666667,1876,66.42657
10026,1192,79.66666666666667,658,82.206276
3537,1193,79.66666666666667,700,81.264694
10235,1194,79.66666666666667,1558,68.26719
1896,1195,79.66666666666667,1924,65.97616
5386,1196,79.66666666666667,2133,63.15874
5282,1197,79.66666666666667,948,78.78459
12185,1198,79.66666666666667,2762,53.764553
9177,1199,79.66666666666667,918,80.072296
2729,1200,79.66666666666667,475,82.78222
11858,1201,79.66666666666667,1387,71.847435
5469,1202,79.66666666666667,1146,75.871025
7792,1203,79.66666666666667,1685,68.158806
3275,1204,79.66666666666667,1100,76.1609
357,1205,79.66666666666667,1747,67.22543
6578,1206,79.66666666666667,1927,65.97616
6244,1207,79.66666666666667,1746,67.22543
2755,1208,79.66666666666667,907,80.43392
471,1209,79.66666666666667,557,82.63668
122,1210,79.66666666666667,1842,67.169014
9323,1211,79.66666666666667,1067,76.758995
9444,1212,79.33333333333333,1339,73.244995
1431,1213,79.33333333333333,1858,67.169014
8089,1214,79.33333333333333,1309,73.317795
4066,1215,79.33333333333333,1921,65.97616
3259,1216,79.33333333333333,946,78.78459
6728,1217,79.33333333333333,2917,50.199165
6440,1218,79.33333333333333,1180,75.68213
8033,1219,79.33333333333333,2242,60.99363
3132,1220,79.33333333333333,3508,43.60521
11465,1221,79.33333333333333,1682,68.158806
66,1222,79.33333333333333,2183,61.0464
4889,1223,79.33333333333333,906,80.43392
5550,1224,79.33333333333333,1686,68.158806
1759,1225,79.33333333333333,2335,60.929832
963,1226,79.33333333333333,1780,67.22543
1861,1227,79.33333333333333,2931,50.199165
4825,1228,79.33333333333333,1641,68.17008
9448,1229,79.33333333333333,1334,73.244995
3182,1230,79.33333333333333,2181,61.0464
10273,1231,79.33333333333333,1097,76.1609
9354,1232,79.33333333333333,2703,54.76434
5846,1233,79.33333333333333,1915,65.97616
9121,1234,79.33333333333333,2253,60.99363
6278,1235,79.33333333333333,2270,60.98109
3201,1236,79.33333333333333,2722,54.76434
2884,1237,79.33333333333333,2248,60.99363
9604,1238,79.0,2061,65.1129
9316,1239,79.0,1221,75.64504
11893,1240,79.0,546,82.63668
4230,1241,79.0,2756,53.764553
8358,1242,79.0,1023,78.76075
7814,1243,79.0,707,80.673836
3054,1244,79.0,2954,50.199165
640,1245,79.0,545,82.63668
12404,1246,79.0,114,89.330086
4544,1247,79.0,1836,67.169014
8689,1248,79.0,2175,61.0464
2201,1249,79.0,1024,78.76075
7668,1250,79.0,1371,71.847435
10780,1251,79.0,1437,71.70239
483,1252,79.0,1851,67.169014
11860,1253,79.0,908,80.43392
8062,1254,79.0,1317,73.317795
10714,1255,79.0,2218,60.99363
6510,1256,79.0,1319,73.317795
7777,1257,79.0,2967,50.199165
11841,1258,79.0,363,85.84178
2604,1259,79.0,1922,65.97616
11427,1260,79.0,2542,56.448315
2534,1261,79.0,3230,45.57672
518,1262,79.0,1788,67.22543
5328,1263,79.0,548,82.63668
160,1264,79.0,2472,57.75485
1027,1265,78.66666666666667,876,80.43392
1921,1266,78.66666666666667,2972,50.199165
336,1267,78.66666666666667,457,85.33131
12251,1268,78.66666666666667,1210,75.64504
1078,1269,78.66666666666667,1831,67.169014
1951,1270,78.66666666666667,1889,66.42657
6763,1271,78.66666666666667,874,80.43392
8375,1272,78.66666666666667,1534,68.34153
11594,1273,78.66666666666667,768,80.59065
11767,1274,78.66666666666667,2759,53.764553
7910,1275,78.66666666666667,347,85.84178
5514,1276,78.66666666666667,1785,67.22543
8928,1277,78.66666666666667,289,86.54498
5309,1278,78.66666666666667,3125,49.128265
11522,1279,78.66666666666667,1568,68.26719
4202,1280,78.66666666666667,331,85.84178
9846,1281,78.33333333333333,1129,76.1609
10018,1282,78.33333333333333,1123,76.1609
10264,1283,78.33333333333333,588,82.63668
5090,1284,78.33333333333333,1061,76.758995
6295,1285,78.33333333333333,1613,68.26719
2015,1286,78.33333333333333,1018,78.76075
7688,1287,78.33333333333333,847,80.43392
6235,1288,78.33333333333333,688,81.264694
12153,1289,78.33333333333333,939,78.78459
7799,1290,78.33333333333333,1017,78.76075
4556,1291,78.33333333333333,1573,68.26719
6413,1292,78.33333333333333,2546,56.448315
7562,1293,78.33333333333333,2267,60.98109
9082,1294,78.33333333333333,1419,71.847435
9519,1295,78.33333333333333,2033,65.1129
5405,1296,78.33333333333333,1314,73.317795
7906,1297,78.33333333333333,1589,68.26719
5986,1298,78.33333333333333,1608,68.26719
405,1299,78.33333333333333,1329,73.244995
10226,1300,78.33333333333333,1910,66.42657
9535,1301,78.33333333333333,1222,75.64504
2515,1302,78.33333333333333,3342,44.730835
9216,1303,78.33333333333333,1514,68.34153
4406,1304,78.33333333333333,2307,60.98109
9022,1305,78.0,3711,36.85961
4531,1306,78.0,1882,66.42657
903,1307,78.0,2154,63.15874
6259,1308,78.0,758,80.59065
2667,1309,78.0,842,80.43392
2837,1310,78.0,250,88.42003
3164,1311,78.0,2549,56.448315
9992,1312,78.0,1515,68.34153
11795,1313,78.0,911,80.072296
1670,1314,78.0,1357,73.244995
3212,1315,78.0,2308,60.98109
9329,1316,78.0,1120,76.1609
4978,1317,78.0,1781,67.22543
6870,1318,78.0,1582,68.26719
5689,1319,78.0,2019,65.20687
3707,1320,78.0,2147,63.15874
9831,1321,77.66666666666667,2475,57.75485
3283,1322,77.66666666666667,1156,75.871025
10043,1323,77.66666666666667,1254,73.317795
10871,1324,77.66666666666667,1837,67.169014
12216,1325,77.66666666666667,2014,65.20687
7950,1326,77.66666666666667,1436,71.70239
8648,1327,77.66666666666667,3029,50.199165
9317,1328,77.66666666666667,1013,78.76075
3513,1329,77.66666666666667,2156,63.15874
3139,1330,77.66666666666667,2599,56.448315
4756,1331,77.66666666666667,1615,68.26719
2595,1332,77.66666666666667,2461,57.75485
2202,1333,77.66666666666667,1475,71.651375
3095,1334,77.66666666666667,1701,68.158806
5338,1335,77.66666666666667,647,82.206276
11113,1336,77.66666666666667,480,82.78222
2898,1337,77.66666666666667,1777,67.22543
9369,1338,77.66666666666667,1773,67.22543
2390,1339,77.66666666666667,1509,68.34153
5112,1340,77.66666666666667,1409,71.847435
4018,1341,77.66666666666667,1218,75.64504
7984,1342,77.66666666666667,2782,53.764553
7093,1343,77.66666666666667,1031,78.76075
6604,1344,77.66666666666667,1219,75.64504
661,1345,77.66666666666667,1846,67.169014
1323,1346,77.33333333333333,1841,67.169014
5755,1347,77.33333333333333,1716,67.22543
4920,1348,77.33333333333333,2326,60.929832
1385,1349,77.33333333333333,729,80.673836
8433,1350,77.33333333333333,1052,76.758995
9932,1351,77.33333333333333,1054,76.758995
1988,1352,77.33333333333333,1717,67.22543
11670,1353,77.33333333333333,1114,76.1609
2166,1354,77.33333333333333,2262,60.99363
12312,1355,77.33333333333333,838,80.43392
1626,1356,77.33333333333333,1768,67.22543
10068,1357,77.33333333333333,3212,45.57672
9398,1358,77.33333333333333,1770,67.22543
7663,1359,77.33333333333333,1301,73.317795
9552,1360,77.33333333333333,2169,61.0464
6949,1361,77.33333333333333,1011,78.76075
2906,1362,77.33333333333333,1744,67.22543
7219,1363,77.0,1240,73.317795
9700,1364,77.0,1965,65.97616
5635,1365,77.0,1241,73.317795
5824,1366,77.0,1484,71.651375
11693,1367,77.0,1714,67.22543
10014,1368,77.0,301,86.54498
5078,1369,77.0,2264,60.99363
1435,1370,77.0,1707,68.158806
10317,1371,77.0,2260,60.99363
11891,1372,77.0,1415,71.847435
2540,1373,77.0,922,80.072296
10658,1374,77.0,696,81.264694
4572,1375,77.0,326,86.49682
710,1376,77.0,2603,56.448315
3312,1377,77.0,1964,65.97616
6798,1378,77.0,1963,65.97616
6387,1379,77.0,2381,60.06171
4967,1380,77.0,1333,73.244995
10566,1381,77.0,1543,68.34153
8713,1382,77.0,1050,76.758995
8553,1383,77.0,1835,67.169014
302,1384,77.0,1049,76.758995
6956,1385,77.0,1048,76.758995
3651,1386,77.0,1590,68.26719
1608,1387,76.66666666666667,2610,56.448315
1545,1388,76.66666666666667,2328,60.929832
12268,1389,76.66666666666667,1631,68.17008
1900,1390,76.66666666666667,470,85.33131
5733,1391,76.66666666666667,2613,56.448315
3562,1392,76.66666666666667,1703,68.158806
11764,1393,76.66666666666667,1990,65.20687
6374,1394,76.66666666666667,1472,71.651375
5513,1395,76.66666666666667,1950,65.97616
2195,1396,76.66666666666667,1989,65.20687
686,1397,76.66666666666667,3265,44.730835
10664,1398,76.66666666666667,2041,65.1129
3665,1399,76.66666666666667,2438,57.75485
10864,1400,76.66666666666667,2432,57.75485
1675,1401,76.66666666666667,1931,65.97616
2037,1402,76.66666666666667,1029,78.76075
12101,1403,76.66666666666667,1712,67.22543
9328,1404,76.66666666666667,1681,68.158806
4855,1405,76.66666666666667,1490,71.651375
8309,1406,76.66666666666667,1005,78.76075
1805,1407,76.33333333333333,1044,76.758995
11641,1408,76.33333333333333,2032,65.1129
5557,1409,76.33333333333333,2405,60.06171
11146,1410,76.33333333333333,1214,75.64504
1390,1411,76.33333333333333,1551,68.26719
2322,1412,76.33333333333333,2045,65.1129
11164,1413,76.33333333333333,3933,33.638046
8471,1414,76.33333333333333,319,86.49682
4323,1415,76.33333333333333,757,80.59065
1691,1416,76.33333333333333,2615,56.448315
1258,1417,76.33333333333333,1423,71.70239
7557,1418,76.33333333333333,2255,60.99363
2577,1419,76.33333333333333,1523,68.34153
8008,1420,76.33333333333333,339,85.84178
6434,1421,76.33333333333333,531,82.63668
1000,1422,76.33333333333333,1213,75.64504
11234,1423,76.33333333333333,832,80.43392
10803,1424,76.33333333333333,1720,67.22543
1319,1425,76.0,1736,67.22543
8129,1426,76.0,3002,50.199165
9184,1427,76.0,634,82.63668
12012,1428,76.0,1275,73.317795
2106,1429,76.0,290,86.54498
4813,1430,76.0,388,85.84178
5342,1431,76.0,1482,71.651375
5354,1432,76.0,1940,65.97616
2176,1433,76.0,2579,56.448315
5891,1434,76.0,2046,65.1129
80,1435,76.0,1071,76.758995
3309,1436,76.0,1343,73.244995
2017,1437,76.0,1372,71.847435
3422,1438,76.0,850,80.43392
4571,1439,76.0,2983,50.199165
11358,1440,76.0,1535,68.34153
